code,name,price,volume
4544,H.U. GROUP HLDGS INC,3100,450500
4558,CHUKYO IYAKUHIN CO,204,18100
4559,ZERIA PHARMACEUTICAL,2123,49100
4568,DAIICHI SANKYO COMPANY LIMITED,2773.5,9665800
4507,SHIONOGI & CO,3410,2280200
4565,NXERA PHARMA CO LTD,908,643000
4570,IMMUNO-BIOLOGICAL LABORATORIES ,1449,109300
4571,NANO HLDGS INC,169,836700
4569,KYORIN PHARMACEUTICAL CO LTD,1627,73900
4554,FUJI PHARMA CO LTD,2211,82300
4524,MORISHITA JINTAN,2313,2100
4574,TAIKO PHARMACEUTICAL CO LTD,290,75800
4572,CARNA BIOSCIENCES INC,362,274800
4575,CANBAS CO LTD,782,164100
4564,ONCOTHERAPY SCIENCE INC,23,81508600
4536,SANTEN PHARMACEUTICAL CO,1655.5,906400
4576,D.WESTERN THERAPEUTICS INST INC,100,307900
4563,ANGES INC,57,2129800
4577,DAITO PHARMACEUTICAL CO.LTD,1459,68900
4578,OTSUKA HLDGS CO LTD,10945,1199400
4583,CHIOME BIOSCIENCE INC,106,574500
4586,MEDRX CO LTD,110,754500
4587,PEPTIDREAM INC,1345,897700
4547,KISSEI PHARMACEUTICAL CO,4480,64500
4588,ONCOLYS BIOPHARMA INC,2741,1239000
4592,SANBIO COMPANY LIMITED,2020,747400
4593,HEALIOS KK,403,1548800
4595,MIZUHO MEDY CO LTD,1812,61400
4594,BRIGHTPATH BIOTHERAPEUTICS CO L,72,3997300
4599,STEMRIM INC,305,200100
4598,DELTA FLY PHARMA INC,235,202000
4596,KUBOTA PHARMACEUTICAL HLDGS CO ,115,3584000
4611,DAI NIPPON TORYO,1312,152900
4579,RAQUALIA PHARMA INC,869,110900
4612,NIPPON PAINT HOLDINGS CO LTD,1042.5,4363200
4613,KANSAI PAINT CO LTD,2476,1046400
4616,KAWAKAMI PAINT MFG CO,1855,2000
4619,NIHON TOKUSHU TORYO,2328,47000
4620,FUJIKURA KASEI CO,1179,257300
4597,SOLASIA PHARMA K K,32,38425900
4623,ASAHIPEN CORP,1738,1300
4628,SK KAKEN CO LTD,11120,1100
4627,NATOCO CO LTD,1802,5000
4626,TAIYO HLDG CO LTD,5102,171400
4625,ATOMIX CO LTD,831,8700
4629,DAISHIN CHEMICAL,1700,1400
4631,DIC CORPORATION,3930,280900
4633,SAKATA INX CORP,2327,201600
4624,ISAMU PAINT CO,3895,1500
4635,TOKYO PRINTING INK MFG CO,1544,51600
4584,KIDSWELL BIO CORPORATION,266,656000
4582,SYMBIO PHARMACEUTICALS LTD,127,47552900
4591,RIBOMIC INC,99,2058600
4642,ORIGINAL ENGINEERING,1547,12200
4644,IMAGINEER CO LTD,1084,3400
4641,ALTECH CORPORATION,2582,29000
4645,ICHISHIN HOLDINGS CO LTD,418,2300
4650,SD ENTERTAINMENT INC,293,3700
4657,ENVIRONMENTAL CONTROL CENTER CO,446,29400
4659,AJIS CO LTD,4440,59800
4661,ORIENTAL LAND CO,2760.5,3084200
4651,SANIX HOLDINGS INC,203,214900
4662,FOCUS SYSTEMS CORP,1618,57500
4665,DUSKIN CO.LTD,4239,117000
4664,JAPAN RELIANCE SERVICE CORP,1156,1034500
4666,PARK 24 CO LTD,1822.5,1109800
4667,AISAN TECHNOLOGY,1916,6300
4617,CHUGOKU MARINE PAINTS,3680,381000
4615,SHINTO PAINT CO,125,20500
4674,CRESCO LTD,1465,94500
4676,FUJI MEDIA HOLDING,3730,754000
4673,KAWASAKI GEOLOGICAL ENGINEER,4280,3100
4671,FALCO HOLDINGS CO LTD,2625,9400
4678,SHUEI YOBIKO CO,342,5900
4679,TAYA CO LTD,354,13400
4634,ARTIENCE CO LTD,3880,84100
4681,RESORTTRUST INC,1871.5,542800
4684,OBIC CO LTD,4022,1244700
4686,JUSTSYSTEMS CORPORATION,3590,92800
4685,RYOYU SYSTEMS CO LTD,3370,28500
4691,WASHINGTON HOTEL CORPORATION,1382,41300
4687,TDC SOFT INC,999,75000
4689,LY CORPORATION,397.5,15344600
4704,TREND MICRO INC,5365,975400
4690,NIPPON PALLET POOL CO,2478,7700
4705,CLIP CORPORATION,885,1000
4707,KITAC CORP,319,10400
4714,RISO KYOIKU GROUP CORP,193,572300
4680,ROUND ONE CORP,889.8,1836200
4658,NIPPON AIR CONDITIONING SERVICE,1580,101900
4719,ALPHA SYSTEMS INC,3485,14400
4668,MEIKO NETWORK JAPAN,706,33100
4718,WASEDA ACADEMY,2007,34900
4712,KEYHOLDER INC,744,26500
4722,FUTURE CORPORATION,1645,259000
4725,CAC HOLDINGS CORP,1864,58800
4716,ORACLE CORP JAPAN,9604,400700
4728,TOSE CO LTD,635,3300
4732,USS CO LTD,1680,1117300
4733,OBIC BUSINESS CONSULTANT,6300,219400
4735,KYOSHIN CO LTD,321,700
4743,ITFOR INC,1658,93000
4750,DAISAN CO LTD,577,1300
4751,CYBER AGENT,1420,3521000
4720,JOHNAN ACADEMIC PREPARATORY,296,23300
4752,SHOWA SYSTEM ENGINEERING,1616,2900
4760,ALPHA CO LTD,1593,300
4761,SAKURA KCS,1398,115700
4762,XNET CORPORATION,1546,1300
4736,NIPPON RAD INC,588,4700
4763,CREEK & RIVER,1421,66200
4746,TOUKEI COMPUTER,4305,15700
4765,SBI GLOBAL ASSET MANAGEMENT CO ,595,262200
4694,BML INC,4050,93800
4755,RAKUTEN GROUP INC,768,12015900
4754,TOSNET CORP,1511,1300
4766,PA CO LTD,231,11300
4767,TOW CO LTD,363,79400
4709,ID HOLDINGS CORPORATION,1916,22700
4769,IC CO LTD,1034,1800
4771,F&M CO LTD,2240,12900
4776,CYBOZU INC,2137,456500
4777,GALA INC,203,68300
4783,NCD CO LTD,2958,15000
4784,GMO INTERNET INC,731,157400
4792,YAMADA CONSULTING GROUP CO LTD,1658,25600
4809,PARACA INC,2050,14400
4801,CENTRAL SPORTS,2401,24500
4800,ORICON INC,859,19800
4772,SM ENTERTAINMENT JAPAN CO LTD,92,136700
4812,DENTSU SOKEN INC,1938,390800
4811,DREAMARTS CORPORATION,795,11900
4813,ACCESS CO LTD,616,121300
4814,NEXTWARE,202,284700
4820,EM SYSTEMS CO LTD,661,100700
4819,DIGITAL GARAGE,2005,185100
4816,TOEI ANIMATION,2561,369000
4825,WEATHERNEWS INC,2015,143800
4826,COMPUTER INSTITUTE OF JAPAN,515,181200
4828,BUSINESS ENGINEERING CORPORATIO,1313,150700
4832,JFE SYSTEMS INC,2052,11000
4833,DEF CONSULTING INC,75,1670100
4838,SPACE SHOWER SKIYAKI HOLDINGS I,825,64400
4839,WOWOW INC,1271,46300
4845,SCALA INC,355,46100
4768,OTSUKA CORPORATION,2940.5,991100
4840,TRIIS INCORPORATED,458,900
4875,MEDICINOVA INC,221,44500
4849,EN INC,1197,185400
4848,FULLCAST HOLDINGS,1646,101900
4880,CELLSOURCE CO LTD,382,82900
4883,MODALIS THERAPEUTICS CORP,57,120600
4881,FUNPEP COMPANY LTD,115,6443400
4885,MUROMACHI CHEMICALS INC,1092,31800
4884,KRINGLE PHARMA INC,393,30300
4887,SAWAI GROUP HOLDINGS CO LTD,2140.5,203000
4888,STELLA PHARMA CORPORATION,414,862200
4847,INTELLIGENT WAVE INC,998,20100
4890,TSUBOTA LABORATORY INCORPORATED,400,2346400
4882,PERSEUS PROTEOMICS INC,253,1249900
4891,TMS CO LTD,149,201200
4896,K PHARMA INC,815,32600
4912,LION CORP,1712.5,1009100
4911,SHISEIDO COMPANY LIMITED,3032,1837100
4919,MILBON CO LTD,2696,122300
4902,KONICA MINOLTA INC,498.2,3107800
4892,CYFUSE BIOMEDICAL K K,619,40400
4889,RENASCIENCE INC,2011,308300
4829,NIHON ENTERPRISE CO,126,234600
4920,NIPPON SHIKIZAI,1055,3100
4925,HABA LABORATORIES INC,1809,1700
4923,COTA CO LTD,1353,26800
4893,NOILE-IMMUNE BIOTECH INC,205,3973900
4894,CUORIPS INC,6690,97600
4901,FUJIFILM HOLDINGS CORPORATION,3005,3738700
4918,IVY COSMETICS CORP,388,26400
4886,ASKA PHARMACEUTICAL HOLDINGS CO,2207,73000
4922,KOSE HLDGS CORP,5757,269600
4927,POLA ORBIS HOLDINGS INC,1281.5,504600
4928,NOEVIR HLDGS CO LTD,4545,50700
4932,ALMADO INC,876,55100
4929,ADJUVANT HOLDINGS CO LTD,812,52500
4936,AXXZIA INC,341,146100
4935,LIBERTA CO LTD,264,818000
4957,YASUHARA CHEMICAL CO,1374,1100
4956,KONISHI CO LTD,1366,78000
4960,CHEMIPROKASEI KAISHA,711,348800
4966,C. UYEMURA & CO.LTD,22610,73500
4917,MANDOM CORP,3085,20400
4934,PREMIER ANTI-AGING CO LTD,651,192100
4914,TAKASAGO INTERNATIONAL CORP,1231,169100
4931,SHINNIHONSEIYAKU CO LTD,2062,32000
4937,WAQOO INC,1401,3300
4967,KOBAYASHI PHARMACEUTICALS,5632,171900
4958,T.HASEGAWA CO,2838,89900
4968,ARAKAWA CHEMICAL INDUSTRIES,1355,85700
4970,TOYO GOSEI CO LTD,10120,45000
4971,MEC COMPANY LTD,7050,127300
4972,SOKEN CHEMICAL & ENGINEERING CO,3265,42400
4973,JAPAN PURE CHEMICAL,4980,31000
4974,TAKARA BIO INC,1146,421000
4975,JCU CORPORATION,5860,85500
4980,DEXERIALS CORPORATION,2359.5,2510900
4926,CBON COSMETICS CO.LTD,1337,2600
4979,OAT AGRIO CO LTD,3060,242400
4990,SHOWA CHEMICAL INDUSTRY CO,549,5600
4994,TAISEI LAMICK GP HQ INNV CO LTD,2588,12700
4933,I-NE CO LTD,1080,141700
4976,TOYO DRILUBE CO LTD,1467,2300
4996,KUMIAI CHEMICAL INDUSTRY CO,808,3650200
4997,NIHON NOHYAKU CO,1026,196400
4951,S.T.CORPORATION,1510,42100
4978,REPROCELL INCORPORATED,171,1052400
4985,EARTH CORPORATION,4810,85400
5016,JX ADVANCED METALS CORPORATION,4005,29823700
4992,HOKKO CHEMICAL INDUSTRY CO,1769,50000
5010,NIPPON SEIRO CO,280,104300
4998,FUMAKILLA LTD,1157,9900
5018,MORESCO CORP,2005,30900
5019,IDEMITSU KOSAN CO.LTD,1441.5,3395600
5015,BP CASTROL KK,997,13500
5013,YUSHIRO INC,2980,43000
5021,COSMO ENERGY HLDGS CO LTD,4452,642000
5020,ENEOS HOLDINGS INC,1328.5,8176600
5022,5022.T,0P0001RNVQ,0,1840,100
5025,MERCURY INC,687,1700
5027,ANYMIND GROUP INC,481,215800
5032,ANYCOLOR INC,3450,1319500
4977,NITTA GELATIN INC,1325,32100
5034,UNERRY INC,2620,12700
5035,HOUSEI INC,426,1800
5037,5037.T,0P0001PJAC,0,4240,100
5036,JAPAN BUSINESS SYSTEMS INC,1591,120000
5026,TRIPLEIZE CO LTD,635,23400
5072,5072.T,0P0001KR2L,0,3500,2000
5029,CIRCLACE INC,623,6300
5011,NICHIREKI GROUP CO LTD,2125,83800
5077,5077.T,0P0001OAQZ,0,2046,100
5078,CEL CORPORATION,5090,1200
5071,VIS CO LTD,1649,3100
5074,TESS HOLDINGS CO LTD,671,3512600
50765,INFRONEER HLDGS INC NPV PRF STO,4669,3100
5076,INFRONEER HLDGS INC,2292,955800
5105,TOYO TIRE CORPORATION,3666,768100
5108,BRIDGESTONE CORP,3303,5682300
5121,FUJIKURA COMPOSITES INC,2549,92000
5122,OKAMOTO INDUSTRIES INC,5930,17700
5125,FINES INC,644,6800
5101,YOKOHAMA RUBBER CO,6016,945100
5126,PORTERS CORPORATION,1556,1500
5129,FIXER INC,366,24900
5130,5130.T,0P0001POJC,0,447,2100
5028,SECONDXIGHT ANALYTICA INC.,351,24700
5031,MOI CORPORATION,304,95600
5033,NULAB INC,739,3000
5110,SUMITOMO RUBBER INDUSTRIES,2057,2033500
5133,TERILOGY HOLDINGS CORPORATION,365,405000
5132,PLUSZERO INC,2130,78100
5135,5135.T,0P0001PVXG,0,3595,100
5134,POPER CO LTD,493,8800
5136,TRIPLA CO LTD,1404,102500
5038,EWELL CO LTD,2150,38700
5137,SMARTDRIVE INC,272,596100
5138,REBASE INC,615,3100
5142,ACHILLES CORP,1515,127000
5162,ASAHI RUBBER,802,10700
5184,NICHIRIN CO LTD,4105,35000
5161,NISHIKAWA RUBBER CO,3990,113500
5185,FUKOKU CO LTD,1857,47900
5186,NITTA CORP,4375,29800
5079,NOVAC CO LTD,2800,22100
5189,SAKURA RUBBER CO,3175,4800
5187,CREATE MEDIC CO,1151,16600
5103,SHOWA HOLDINGS CO LTD,42,16000
5139,OPENWORK INC,938,18000
5194,SAGAMI RUBBER INDUSTRIES CO,650,12100
5201,AGC INC,5673,1792600
5202,NIPPON SHEET GLASS CO,464,3575400
5204,ISHIZUKA GLASS CO,3460,32500
5214,NIPPON ELECTRIC GLASS,6260,556800
5218,OHARA INC,1177,174000
5216,KURAMOTO SEISAKUSHO CO,185,348900
5232,SUMITOMO OSAKA CEMENT CO,3943,102300
5192,MITSUBOSHI BELTING,4015,55400
5237,NOZAWA CORPORATION,1284,16000
5208,ARISAWA MFG CO LTD,2466,167500
5199,FUJI LATEX CO,2054,1200
5131,LINKERS CORPORATION,140,135900
5195,BANDO CHEMICAL INDUSTRIES LTD,2066,55800
5240,MONOAI TECHNOLOGY CO LTD,215,31100
5242,EYEZ INC,1047,900
5244,JIG JP CO LTD,228,238100
5210,NIHON YAMAMURA GLASS CO LTD,3120,129600
5246,ELEMENTS INC,635,324600
5247,BTM INC,660,2100
5248,TECHNOLOGIES INC,493,96600
5249,5249.T,0P0001QA8G,0,1253,50000
5251,5251.T,0P0001QGVR,0,2240,100
5250,GMO PRIME STRATEGY CO LTD,1092,1900
5252,NIHON KNOWLEDGE CO LTD,980,32500
5243,NOTE INC,2425,370500
5253,COVER CORPORATION,1595,832000
5256,FUSIC CO LTD,2200,2200
5254,ARENT INC,4375,32400
5257,NOVA SYSTEM CO LTD,2456,3700
5255,MONSTARLAB INC,102,698800
5259,BBD INITIATIVE INC,1033,15800
5261,RESOL HOLDINGS CO LTD,8450,12700
5268,ASAHI CONCRETE WORKS CO,918,11500
5271,TOYO ASANO FOUNDATION,2300,700
5279,NIHON KOGYO CO LTD,1337,2000
5273,MITANI SEKISAN CO,7080,12300
5283,TAKAMISAWA CO,3450,500
5233,TAIHEIYO CEMENT CORP,3669,519000
5284,YAMAU HOLDINGS CO LTD,2356,12600
5285,YAMAX CORP,1652,37000
5269,NIPPON CONCRETE INDUSTRIES CO,324,181500
5290,VERTEX CORPORATION,1870,110500
5287,ITO YOGYO CO LTD,1254,27700
5302,NIPPON CARBON CO,4635,39300
5304,SEC CARBON LIMITED,2962,73200
5310,TOYO TANSO CO LTD,5430,99700
5333,NGK INSULATORS,4038,948600
5288,ASIA PILE HOLDINGS CORPORATION,1408,185400
5334,NITERRA CO LTD,7542,740500
5301,TOKAI CARBON CO,948.4,1367900
5337,DANTO HOLDINGS CORPORATION,622,2700
5344,MARUWA CO LTD,58300,102100
5332,TOTO LTD,5757,819500
5262,NIPPON HUME CORP,1224,687400
5258,TRANSACTION MEDIA NETWORKS INC,304,77400
5355,NIPPON CRUCIBLE CO,676,90800
5356,MINO CERAMIC CO,1236,3700
5357,YOTAI REFRACTORIES CO,1869,19100
5367,NIKKATO CORP,777,42300
5280,YOSHICON CO LTD,2612,16700
5380,SHINTO COMPANY(JP),1536,100
5282,GEOSTR CORP,458,96700
5351,SHINAGAWA REFRA CO LTD,2180,45600
5386,TSURUYA CO LTD,373,14600
5368,JAPAN INSULATION CO LTD,1180,18500
5352,KROSAKI HARIMA CORP,4175,1116200
5363,TYK CORPORATION,580,66100
5388,KUNIMINE INDUSTRIES CO,1298,9800
5391,A&A MATERIAL,1375,14700
5393,NICHIAS CORP,8682,323600
5401,NIPPON STEEL CORPORATION,582.7,36475500
5408,NAKAYAMA STEEL WORKS,608,166100
5331,NORITAKE COMPANY LIMITED,6440,52000
5411,JFE HOLDINGS INC,1890,3917900
5410,GODO STEEL LTD,3690,65500
5406,KOBE STEEL,1995,1938700
5423,TOKYO STEEL MANUFACTURING CO,1612,308400
5446,HOKUETSU METAL CO,1259,2800
5444,YAMATO KOGYO CO,11860,143200
5445,TOKYO TEKKO CO LTD,6260,43900
5341,ASAHI EITO HOLDINGS CO LTD,188,72400
5440,KYOEI STEEL LTD,2348,122600
5451,YODOKO LTD,1519,645300
5463,MARUICHI STEEL TUBE,1441,339400
5464,MORY INDUSTRIES,969,30500
5471,DAIDO STEEL CO,1980.5,718200
5461,CHUBU STEEL PLATE CO,2184,314100
5491,NIPPON KINZOKU CO,923,65000
5484,TOHOKU STEEL CO,2229,1600
5525,5525.T,0P0001POJD,0,1274,100
5480,NIPPON YAKIN KOGYO CO,4740,96700
5482,AICHI STEEL CORP,3030,172700
5458,TAKASAGO TEKKO KK,1083,2600
5381,MIPOX CORPORATION,1109,1705300
5531,5531.T,0P0001QOZS,0,6050,100
5533,ELITZ HOLDINGS CO LTD,1955,100
5384,FUJIMI INC,2930,254800
5527,PROPERTY TECHNOLOGIES INC,708,22700
5528,5528.T,0P0001Q5S3,0,1500,100
5536,5536.T,0P0001RROS,0,352,4000
5535,MIGALO HOLDINGS INC,387,102000
5532,REALGATE INC,2900,45400
5571,EXCITE HOLDINGS CO LTD,1120,2200
5563,NIPPON DENKO CO LTD,438,1833700
5572,RIDGE-I INC,2226,23900
5576,O.B.SYSTEM INC,2609,2400
5581,CHI-TECHNOLOGY CO LTD,193,40000
5578,AR ADVANCED TECHNOLOGY INC,868,33100
5449,OSAKA STEEL CO LTD,2584,26300
5575,GLOBEE INC,611,5000
5584,5584.T,0P0001R7OL,0,1182,100
5586,LABORO.AI INC,816,33300
5534,5534.T,0P0001RIAP,0,850,1000
5574,ABEJA INC,2943,72700
5580,PRODELIGHT CO LTD,1565,700
5582,GRID INC,2452,36500
5587,INBOUND PLATFORM CORP,742,8800
5589,AUTOSERVER CO LTD,2537,3200
5598,YOTTAVIAS CO LTD,3200,100
5592,KUSURINOMADOGUCHI INC,2627,42300
5591,AVILEN INC,1010,11100
5597,BLUE INNOVATION CO LTD,1606,88400
5573,5573.T,0P0001QSVQ,0,1700,100
5599,S&J CORPORATION,1574,26000
5537,ALBALINK CO LTD,3345,58700
5542,SHINHOKOKU MATERIAL CORPORATION,816,6300
5541,PACIFIC METALS CO,3080,262900
5609,NIPPON CHUZO KK,840,2300
5612,NIPPON CHUTETSUKAN KK,1705,11800
5617,5617.T,0P0001RW4J,0,1437,100
5570,JENOBA CO LTD,670,17700
5618,NYLE INC,313,2500
5603,KOGI CORPORATION,1409,24400
5622,5622.T,0P0001S1I3,0,1200,100
5602,KURIMOTO LTD,1545,249400
5620,5620.T,0P0001RWVO,0,2200,200
5621,HUMAN TECHNOLOGIES INC,1500,34100
5619,MRSO INC,853,300
5631,JAPAN STEEL WORKS,9877,1191500
5594,5594.T,0P0001RT0R,0,500,100
5644,METALART CORP,5100,5900
5658,NICHIA STEEL WORKS,369,18700
5660,KOBELCO WIRE CO LTD,1460,2100
5616,AME KAZE TAIYO INC,777,5100
5695,POWDERTECH CO LTD,2578,900
5697,SANYU CO LTD,749,4600
5632,MITSUBISHI STEEL MFG CO,1820,118100
5588,FAST ACCOUNTING CO LTD,757,29400
5590,NETSTARS CO LTD,775,86100
5698,ENVIPRO HOLDINGS INC,961,258000
5699,IBOKIN CO LTD,1509,6700
5704,JMC CORPORATION,399,2200
5702,DAIKI ALUMINIUM INDUSTRY CO,1356,159000
5706,MITSUI KINZOKU CO LTD,31600,1968200
5707,TOHO ZINC CO LTD,1360,364200
5711,MITSUBISHI MATERIALS CORP,4930,1310700
5713,SUMITOMO METAL MINING CO,9711,5161100
5714,DOWA HOLDINGS,9629,668900
5724,ASAKA RIKEN CO LTD,3720,236600
5726,OSAKA TITANIUM TECHNOLOGIES,2455,1586400
5703,NIPPON LIGHT METAL HLDGS CO LIM,2811,278900
5757,CK SAN-ETSU CO LTD,4400,14900
5729,NIHON SEIKO CO LTD,13050,25000
5742,NIC AUTOTEC INC,804,2900
5741,UACJ CORPORATION,2534,790900
5753,NIPPON SHINDO CO,2724,1000
5801,FURUKAWA ELECTRIC CO,29405,9034900
5715,FURUKAWA CO,4955,981700
5802,SUMITOMO ELECTRIC INDUSTRIES,10150,5610400
5721,S-SCIENCE COMPANY LTD,110,2047100
5817,JMACS JAPAN CO LTD,1541,205500
5805,SWCC CORPORATION,14120,276500
5727,TOHO TITANIUM CO,2790,698500
5819,CANARE ELECTRIC CO,1943,9800
5820,MITSUBOSHI CO,915,31900
5659,NIPPON SEISEN CO,1248,168600
5816,ONAMBA CO LTD,1736,22500
5821,HIRAKAWA HEWTECH CORP,4135,70200
5803,FUJIKURA,25630,13783400
5832,CHUGIN FINANCIAL GROUP INC,2792,373000
5842,INTEGRAL CORPORATION,3270,61900
5838,RAKUTEN BANK LTD,6100,1474000
5843,NIPPON INSURE CO LTD,2407,18800
5834,SBI LEASING SERVICES CO. LTD,5680,30400
5844,KYOTO FINANCIAL GROUP INC,4374,1369000
5851,RYOBI LTD,2542,112100
5845,ZENHOREN CO. LTD,998,75800
5852,AHRESTY CORPORATION,808,100300
5866,WIZBIZ INC.,300,1600
5856,LIFE INTELLIGENT ENT HLDGS CO L,19,1139800
5869,WASEDA GAKUSHUKENKYUKAI CO LTD,1312,7300
5857,ARE HOLDINGS INC,3680,677600
5867,ES NETWORKS CO LTD,1156,700
5858,STG CO LTD,1527,5100
5868,ROCOCO CO LTD,1038,5900
5831,SHIZUOKA FINANCIAL GROUP INC.,2527.5,2444100
5886,5886.T,0P0001R52Y,0,430,100
5890,5890.T,0P0001RUZT,0,3500,100
5871,SOLIZE HOLDINGS CORPORATION,1376,1800
5888,DAIWA CYCLE CO LTD,3935,20600
5884,KURADASHI CO LTD,472,18700
5840,NIPPON SOUKEN CO LTD,1010,700
5889,JAPAN EYEWEAR HOLDINGS CO LTD,2105,867600
5891,KAIRIKIYA CO LTD,1513,11200
5885,GDEP ADVANCE INC,2750,8700
5893,5893.T,0P0001S4E4,0,510,100
5905,NIHON SEIKAN K.K.,1320,200
5892,YUTORI  INC,2258,40300
5830,IYOGIN HOLDINGS INC,2915.5,618400
5902,HOKKAN HOLDINGS LIMITED,2373,31300
5901,TOYO SEIKAN GROUP HOLDINGS LIMI,3840,207700
5906,MK SEIKO CO LTD,910,40400
5903,SHINPO CO LTD,1214,900
5909,CORONA CORPORATION,984,36500
5911,YOKOGAWA BRIDGE HOLDINGS CORP,2993,101900
5915,KOMAIHALTEC INC,2016,24200
5918,TAKIGAMI STEEL CONSTRUCTION CO,7030,68700
5883,5883.T,0P0001QM8R,0,1600,100
5887,5887.T,0P0001R5TD,0,1700,100
5930,BUNKA SHUTTER CO,1932,72400
5870,NALNET COMMUNICATIONS INC.,1097,11200
5928,ALMETAX MANUFACTURING CO,297,2300
5923,TAKADA KIKO STEEL CONSTRUCTION ,1336,3100
5929,SANWA HOLDINGS CORP,3692,455900
5933,ALINCO INC,1083,150400
5922,NASU DENKI-TEKKO CO,19780,300
5940,FUJISASH CO LTD,973,48200
5943,NORITZ CORP,2359,112100
5945,TENRYU SAW MFG CO,2550,1300
5946,CHOFU SEISAKUSHO CO,2010,64400
5932,SANKYO TATEYAMA INC,669,69700
5938,LIXIL CORPORATION,1682,4055700
5900,DAIKEN CO LTD,808,1400
5947,RINNAI CORP,3756,217700
5949,UNIPRES CORP,1285,176900
5951,DAINICHI CO LTD,1055,16900
5950,JAPAN POWER FASTENING CO,181,25900
5939,OTANI KOGYO CO LTD,5450,51000
5956,TOSO CO LTD,655,4100
5957,NITTOSEIKO CO LTD,765,83000
5942,NIPPON FILCON CO,573,32400
5921,KAWAGISHI BRIDGE WORKS CO LTD,4375,1400
5952,AMATEI INCORPORATED,196,18800
5962,ASAKA INDUSTRIAL CO,2090,3800
5959,OKABE CO LTD,978,146600
5958,SANYO INDUSTRIES,4880,31600
5965,FUJIMAK CORP,1234,273500
5966,KYOTO TOOL CO LTD,2506,200
5970,G-TEKT CORPORATION,1861,188800
5936,TOYO SHUTTER CO,953,5800
5969,LOBTEX CO LTD,1294,100
5974,CHUGOKUKOGYO CO,841,4800
5975,TOPRE CORPORATION,2539,59100
5981,TOKYO ROPE MANUFACTURING CO,1832,62200
5984,KANEFUSA CORP,830,3400
5941,NAKANISHI MFG CO,2624,2800
5985,SUNCALL CORP,2071,4921700
5988,PIOLAX INC,1640,175400
5986,MOLITEC STEEL CO,226,43900
5955,WISE HOLDINGS CO LTD,122,1264700
5987,ONEX CORP (JAPAN),1690,700
5982,MARUZEN CO LTD,3865,3400
5976,NETUREN CO LTD,1324,131200
5989,H-ONE CO.LTD,1241,188900
5992,CHUO SPRING CO,3365,20300
5990,SUPER TOOL CO LTD,1999,1200
5998,ADVANEX INC,1763,20200
6013,TAKUMA CO LTD,2925,254100
5994,FINE SINTER CO LTD,1568,16600
5991,NHK SPRING CO LTD,2663,442300
5967,TONE CO LTD,480,4500
6023,DAIHATSU INFINEARTH MFG CO LTD,2245,91500
6018,THE HANSHIN DIESEL WORKS LTD,5210,5400
6027,BENGO4.COM INC,2787,94800
5973,TOAMI CORP,647,4500
5997,KYORITSU AIR TECH INC,793,25100
5971,KYOWAKOGYOSYO CO,7260,1000
6031,ZETA INC,269,91900
6030,ADVENTURE INC,1749,19600
6005,MIURA CO LTD,3083,691200
6034,MRT INC,643,3800
6033,EXTREME CO LTD,1590,36000
5983,IWABUCHI CORP,12550,1200
6016,JAPAN ENGINE CORPORATION,12750,204700
6035,IR JAPAN HOLDINGS LTD,738,41000
6022,AKASAKA DIESELS,3375,3500
6029,ARTRA GROUP CORPORATION,142,12600
6036,KEEPER TECHNICAL LABORATORY CO ,3035,148100
6037,RAKUMACHI INC,992,248300
6039,JAPAN ANIMAL REFERRAL MED CNTR ,1280,67500
6050,E-GUARDIAN INC,1624,12300
6042,NIKKI CO LTD,4445,900
6049,ITOKURO INC,250,47200
6054,LIVESENSE INC,128,65000
6046,LINKBAL INC,209,134000
6047,GUNOSY INC,535,105800
6045,RENTRACKS CO LTD,1715,11400
6058,VECTOR INC.,1332,272100
6055,JAPAN MATERIAL CO LTD,1844,477100
6044,SANKI SERVICE CORPORATION,1731,2000
6063,EMERGENCY ASSISTANCE JAPAN CO L,930,100
6061,UNIVERSAL ENGEISHA CO LTD,2992,4400
6059,UCHIYAMA HLDGS CO LTD,378,25800
6062,CHARM CARE CORPORATION,1338,94900
6069,TRENDERS INC,761,38600
6038,IID INC,902,8500
6040,NIPPON SKI RESORT DEV CO LTD,457,21800
6071,IBJ INC,712,96100
6073,ASANTE INCORPORATED,1567,12200
6072,JIBANNET HOLDINGS CO LTD,908,1107500
6078,VALUE HR CO LTD,1408,33800
6082,RIDE ON EXPRESS HLDGS CO LTD,1012,16700
6081,ALLIED ARCHITECTS INC,340,191400
6080,M&A CAPITAL PARTNERS CO LTD,3270,187300
6083,ERI HOLDINGS CO LTD,4575,13800
6085,ARCHITECTS STUDIO JAPAN INC,4700,676200
6087,ABIST CO LTD,3440,2400
6086,SHIN MAINT HOLDINGS CO LTD,1121,33400
6089,WILL GROUP INC,1225,60100
6090,HUMAN METABOLOME TECHNOLOGIES I,715,6900
6088,SIGMAXYZ HOLDINGS INC,663,349700
6093,ESCROW AGENT JAPAN INC,187,172300
6096,RAREJOB INC,304,7800
6091,WESCO HOLDINGS INC,905,19300
6098,RECRUIT HOLDINGS CO LTD,6435,4375200
6092,ENBIO HOLDINGS INC,778,133400
6094,FREAKOUT HOLDINGS INC,709,5300
6099,ELAN CORPORATION,722,105100
6125,OKAMOTO MACHINE TOOL WORKS,4430,35000
6136,OSG CORP,2565,288100
6070,CAREERLINK CO LTD,2633,23800
6103,OKUMA CORPORATION,3890,311900
